kscore	rxn.code	rxn.name	rxn.genes	rxn.formula
1.00	r_1112	AKG transporter, mitochonrial	x(697)	2-oxoglutarate [cytoplasm] + citrate [mitochondrion]  <=> 2-oxoglutarate [mitochondrion] + citrate [cytoplasm] 
1.00	r_1115	ammonia transport	( x(215) | x(349) | x(731) | x(899) )	ammonium [extracellular]  <=> ammonium [cytoplasm] 
1.00	r_1118	aspartate-glutamate transporter	x(885)	L-aspartate [mitochondrion] + L-glutamate [cytoplasm]  -> L-aspartate [cytoplasm] + L-glutamate [mitochondrion] 
1.00	r_1126	citrate transport	x(91)	(S)-malate [mitochondrion] + citrate [cytoplasm]  <=> (S)-malate [cytoplasm] + citrate [mitochondrion] 
1.00	r_1127	citrate transport	x(91)	citrate [cytoplasm] + phosphoenolpyruvate [mitochondrion]  <=> citrate [mitochondrion] + phosphoenolpyruvate [cytoplasm] 
1.00	r_1128	citrate transport	x(91)	citrate [cytoplasm] + isocitrate [mitochondrion]  <=> citrate [mitochondrion] + isocitrate [cytoplasm] 
1.00	r_1166	glucose transport	( x(155) | x(156) | x(204) | x(205) | x(206) | x(235) | x(251) | x(288) | x(412) | x(413) | x(414) | x(485) | x(487) | x(516) | x(518) | x(595) | x(670) | x(762) | x(785) | x(954) )	D-glucose [extracellular]  -> D-glucose [cytoplasm] 
1.00	r_1194	L-glutamate transport	x(885)	L-glutamate [cytoplasm]  -> L-glutamate [mitochondrion] 
1.00	r_1219	L-tryptophan transport	( x(52) | x(53) | x(165) | x(559) | x(764) )	H+ [extracellular] + L-tryptophan [extracellular]  <=> H+ [cytoplasm] + L-tryptophan [cytoplasm] 
1.00	r_1244	phosphate transport	( x(94) | x(117) | x(483) | x(665) | x(751) )	H+ [extracellular] + phosphate [extracellular]  <=> H+ [cytoplasm] + phosphate [cytoplasm] 
1.00	r_1245	phosphate transport	( x(264) | x(500) )	H+ [cytoplasm] + phosphate [cytoplasm]  -> H+ [mitochondrion] + phosphate [mitochondrion] 
1.00	r_1265	succinate-fumarate transport	x(502)	fumarate [mitochondrion] + succinate [cytoplasm]  -> fumarate [cytoplasm] + succinate [mitochondrion] 
1.00	r_1277	water diffusion	( x(579) | x(909) )	H2O [extracellular]  <=> H2O [cytoplasm] 
1.00	r_1667	bicarbonate formation	x(958)	carbon dioxide [cytoplasm] + H2O [cytoplasm]  <=> bicarbonate [cytoplasm] + H+ [cytoplasm] 
1.00	r_1811	glycine transport	x(1145)	L-glycine [cytoplasm]  <=> L-glycine [mitochondrion] 
1.00	r_2045	serine transport	x(230)	L-serine [cytoplasm]  <=> L-serine [mitochondrion] 
1.00	r_4226	L-Alanine:2-oxoglutarate aminotransferase	x(1048)	2-oxoglutarate [cytoplasm] + L-alanine [cytoplasm]  <=> L-glutamate [cytoplasm] + pyruvate [cytoplasm] 
1.00	r_4262	citrate hydroxymutase	x(968)	citrate [mitochondrion]  <=> isocitrate [mitochondrion] 
1.00	r_4264	succinate:NAD+ oxidoreductase	x(1081)	NAD [mitochondrion] + succinate [mitochondrion]  <=> fumarate [mitochondrion] + H+ [mitochondrion] + NADH [mitochondrion] 
1.00	r_4280	octanoyl-[acp]:protein N6-octanoyltransferase	x(1098)	octanoyl-ACP [mitochondrion] + Apoprotein [mitochondrion]  <=> ACP1 [mitochondrion] + Protein N6-(octanoyl)lysine [mitochondrion] 
1.00	r_4281	lipoyl-[acp]:protein N6-lipoyltransferase	x(1098)	Apoprotein [mitochondrion] + Lipoyl-[acp] [mitochondrion]  <=> ACP1 [mitochondrion] + Protein N6-(lipoyl)lysine [mitochondrion] 
1.00	r_4323	protein N6-(octanoyl)lysine:sulfur sulfurtransferase	x(1111)	2 S-adenosyl-L-methionine [mitochondrion] + Protein N6-(octanoyl)lysine [mitochondrion] + 2 Sulfur donor [mitochondrion]  <=> 2 L-methionine [mitochondrion] + Protein N6-(lipoyl)lysine [mitochondrion] + 2 5'-Deoxyadenosine [mitochondrion] 
1.00	r_4324	octanoyl-[acp]:sulfur sulfurtransferase	x(1111)	octanoyl-ACP [mitochondrion] + 2 S-adenosyl-L-methionine [mitochondrion] + 2 Sulfur donor [mitochondrion]  <=> 2 L-methionine [mitochondrion] + Lipoyl-[acp] [mitochondrion] + 2 5'-Deoxyadenosine [mitochondrion] 
